,timestamp,point_amount_cumsum
8,2018-03-01 00:12:48,10680.0
11,2018-03-01 00:23:31,11414.0
14,2018-03-01 00:28:20,-133.0
18,2018-03-01 00:40:55,6159.0
20,2018-03-01 00:41:51,-42.0
44,2018-03-01 00:57:50,-21655.0
47,2018-03-01 01:01:03,3938.0
57,2018-03-01 01:18:33,-11323.0
64,2018-03-01 01:24:39,-4828.0
68,2018-03-01 01:30:22,39565.0
73,2018-03-01 01:35:48,-5367.0
75,2018-03-01 01:37:08,-101127.0
76,2018-03-01 01:37:08,45205.0
77,2018-03-01 01:37:08,55916.0
94,2018-03-01 02:02:28,-146614.0
116,2018-03-01 02:55:03,198402.0
121,2018-03-01 02:55:39,-2464.0
122,2018-03-01 03:21:41,-119530.0
129,2018-03-01 03:23:29,122445.0
164,2018-03-01 04:09:06,7752.0
168,2018-03-01 04:15:11,-5956.0
170,2018-03-01 04:26:06,6233.0
192,2018-03-01 05:03:25,96020.0
200,2018-03-01 05:10:26,3989.0
206,2018-03-01 05:12:55,-582.0
207,2018-03-01 05:13:01,-120110.0
208,2018-03-01 05:13:05,120160.0
213,2018-03-01 05:14:45,1031.0
215,2018-03-01 05:19:39,-77.0
218,2018-03-01 05:35:07,6424.0
224,2018-03-01 05:40:28,-656.0
231,2018-03-01 05:46:53,18186.0
234,2018-03-01 05:57:58,1804.0
244,2018-03-01 06:38:06,-53501.0
254,2018-03-01 06:47:46,79211.0
256,2018-03-01 06:53:12,1999.0
262,2018-03-01 06:58:23,-757.0
304,2018-03-01 07:30:42,-27254.0
306,2018-03-01 07:36:25,2014.0
308,2018-03-01 07:36:49,23.0
379,2018-03-01 09:04:59,-203876.0
403,2018-03-01 09:25:53,186381.0
407,2018-03-01 09:33:51,9810.0
410,2018-03-01 09:40:42,1593.0
412,2018-03-01 09:44:55,-87.0
413,2018-03-01 09:48:09,-35517.0
414,2018-03-01 09:49:25,35523.0
415,2018-03-01 09:53:07,-170.0
417,2018-03-01 10:00:07,242.0
438,2018-03-01 10:22:44,8618.0
463,2018-03-01 10:56:07,-74999.0
464,2018-03-01 10:56:21,14170.0
467,2018-03-01 11:01:01,86421.0
476,2018-03-01 11:14:14,21133.0
481,2018-03-01 11:21:15,3625.0
491,2018-03-01 11:24:34,-21345.0
492,2018-03-01 11:24:34,21213.0
514,2018-03-01 11:37:22,-169269.0
515,2018-03-01 11:37:22,103224.0
517,2018-03-01 11:39:53,-478.0
524,2018-03-01 11:50:14,17099.0
533,2018-03-01 11:54:44,-14169.0
541,2018-03-01 12:05:25,77810.0
552,2018-03-01 12:30:56,-54857.0
555,2018-03-01 12:33:23,10181.0
580,2018-03-01 12:44:33,-167503.0
581,2018-03-01 12:44:33,109040.0
593,2018-03-01 12:57:28,71167.0
594,2018-03-01 12:58:04,-116750.0
595,2018-03-01 12:59:41,116780.0
600,2018-03-01 13:08:37,2119.0
601,2018-03-01 13:09:55,-565.0
612,2018-03-01 13:18:02,-6008.0
613,2018-03-01 13:18:05,1172.0
621,2018-03-01 13:27:54,20874.0
639,2018-03-01 13:39:28,-24871.0
643,2018-03-01 13:51:51,130711.0
